;office_name;county_id;candidate_name;party_affiliation;county_num_precincts_reporting;county_total_num_precincts_voting;candidate_votes;candidate_percent_vote
1027;SOIL AND WATER SUPERVISOR DISTRICT 4;72;DAVID TREBELHORN                               ;NP;24;24;6157;99.64
1028;SOIL AND WATER SUPERVISOR DISTRICT 4;72;WRITE IN                                       ;WI;24;24;22;0.36
1029;SOIL AND WATER SUPERVISOR DISTRICT 5;72;JACKIE SMITH                                   ;NP;24;24;5808;99.66
1030;SOIL AND WATER SUPERVISOR DISTRICT 5;72;WRITE IN                                       ;WI;24;24;20;0.34
1031;COUNTY COMMISSIONER DISTRICT 2;73;MARK K SAKRY                                   ;NP;102;102;12411;99.26
1032;COUNTY COMMISSIONER DISTRICT 2;73;WRITE IN                                       ;WI;102;102;92;0.74
1033;COUNTY COMMISSIONER DISTRICT 3;73;FRED HOLTHAUS                                  ;NP;102;102;5692;44.28
1034;COUNTY COMMISSIONER DISTRICT 3;73;ROSE ARNOLD                                    ;NP;102;102;7128;55.45
1035;COUNTY COMMISSIONER DISTRICT 3;73;WRITE IN                                       ;WI;102;102;34;0.26
1036;COUNTY COMMISSIONER DISTRICT 4;73;LEIGH LENZMEIER                                ;NP;102;102;6074;60.18
1037;COUNTY COMMISSIONER DISTRICT 4;73;RUTH B JOHNSON                                 ;NP;102;102;3954;39.18
1038;COUNTY COMMISSIONER DISTRICT 4;73;WRITE IN                                       ;WI;102;102;65;0.64
1039;SOIL AND WATER SUPERVISOR DISTRICT 1;73;CHARLES R UPHOFF                               ;NP;102;102;48409;99.27
1040;SOIL AND WATER SUPERVISOR DISTRICT 1;73;WRITE IN                                       ;WI;102;102;358;0.73
1041;SOIL AND WATER SUPERVISOR DISTRICT 2;73;RAYMOND J WARGA                                ;NP;102;102;47504;99.4
1042;SOIL AND WATER SUPERVISOR DISTRICT 2;73;WRITE IN                                       ;WI;102;102;287;0.6
1043;SOIL AND WATER SUPERVISOR DISTRICT 3;73;URBAN SPANIER                                  ;NP;102;102;47977;99.4
1044;SOIL AND WATER SUPERVISOR DISTRICT 3;73;WRITE IN                                       ;WI;102;102;292;0.6
1045;SOIL AND WATER SUPERVISOR DISTRICT 4;73;VICTOR WILLENBRING                             ;NP;102;102;26149;55.55
1046;SOIL AND WATER SUPERVISOR DISTRICT 4;73;DAVE ACHESON                                   ;NP;102;102;20657;43.88
1047;SOIL AND WATER SUPERVISOR DISTRICT 4;73;WRITE IN                                       ;WI;102;102;267;0.57
1048;COUNTY COMMISSIONER DISTRICT 1;74;BRUCE KUBICEK                                  ;NP;26;26;1783;57.09
1049;COUNTY COMMISSIONER DISTRICT 1;74;GARY WILSON                                    ;NP;26;26;1338;42.84
1050;COUNTY COMMISSIONER DISTRICT 1;74;WRITE IN                                       ;WI;26;26;2;0.06
1051;COUNTY COMMISSIONER DISTRICT 3;74;JERRY L PETERSON                               ;NP;26;26;2336;98.94
1052;COUNTY COMMISSIONER DISTRICT 3;74;WRITE IN                                       ;WI;26;26;25;1.06
1053;COUNTY COMMISSIONER DISTRICT 5;74;LES ABRAHAM                                    ;NP;26;26;1215;43.75
1054;COUNTY COMMISSIONER DISTRICT 5;74;TOM SHEA                                       ;NP;26;26;1556;56.03
1055;COUNTY COMMISSIONER DISTRICT 5;74;WRITE IN                                       ;WI;26;26;6;0.22
1056;SOIL AND WATER SUPERVISOR DISTRICT 2;74;DOUG PIRKL                                     ;NP;26;26;12998;99.54
1057;SOIL AND WATER SUPERVISOR DISTRICT 2;74;WRITE IN                                       ;WI;26;26;60;0.46
1058;SOIL AND WATER SUPERVISOR DISTRICT 4;74;STEVEN STADHEIM                                ;NP;26;26;12691;99.47
1059;SOIL AND WATER SUPERVISOR DISTRICT 4;74;WRITE IN                                       ;WI;26;26;68;0.53
1060;SOIL AND WATER SUPERVISOR DISTRICT 5;74;JAMES F KLECKER                                ;NP;26;26;8903;67.62
1061;SOIL AND WATER SUPERVISOR DISTRICT 5;74;DALE WAAGE                                     ;NP;26;26;4216;32.02
1062;SOIL AND WATER SUPERVISOR DISTRICT 5;74;WRITE IN                                       ;WI;26;26;48;0.36
1063;COUNTY COMMISSIONER DISTRICT 1;75;TERESA GAHM                                    ;NP;25;25;431;48.16
1064;COUNTY COMMISSIONER DISTRICT 1;75;SKIP SHERSTAD                                  ;NP;25;25;461;51.51
1065;COUNTY COMMISSIONER DISTRICT 1;75;WRITE IN                                       ;WI;25;25;3;0.34
1066;COUNTY COMMISSIONER DISTRICT 3;75;JAMES A. LARSON                                ;NP;25;25;444;40.59
1067;COUNTY COMMISSIONER DISTRICT 3;75;NEAL HOFLAND                                   ;NP;25;25;643;58.78
1068;COUNTY COMMISSIONER DISTRICT 3;75;WRITE IN                                       ;WI;25;25;7;0.64
1069;COUNTY COMMISSIONER DISTRICT 4;75;GERALD (JERRY) LOHER                           ;NP;25;25;596;46.31
1070;COUNTY COMMISSIONER DISTRICT 4;75;LARRY J. SAYRE                                 ;NP;25;25;687;53.38
1071;COUNTY COMMISSIONER DISTRICT 4;75;WRITE IN                                       ;WI;25;25;4;0.31
1072;SOIL AND WATER SUPERVISOR DISTRICT 1;75;DAVE LONERGAN                                  ;NP;25;25;2646;55.73
1073;SOIL AND WATER SUPERVISOR DISTRICT 1;75;JASON L KIRWIN                                 ;NP;25;25;2084;43.89
1074;SOIL AND WATER SUPERVISOR DISTRICT 1;75;WRITE IN                                       ;WI;25;25;18;0.38
1075;SOIL AND WATER SUPERVISOR DISTRICT 4;75;DOUG RASMUSSON                                 ;NP;25;25;4762;99.56
1076;SOIL AND WATER SUPERVISOR DISTRICT 4;75;WRITE IN                                       ;WI;25;25;21;0.44
1077;SOIL AND WATER SUPERVISOR DISTRICT 5;75;MARY ANN SCHARF                                ;NP;25;25;4684;99.51
1078;SOIL AND WATER SUPERVISOR DISTRICT 5;75;WRITE IN                                       ;WI;25;25;23;0.49
1079;COUNTY COMMISSIONER DISTRICT 1;76;JOE FOX                                        ;NP;31;31;441;42.61
1080;COUNTY COMMISSIONER DISTRICT 1;76;GARY HENDRICKX                                 ;NP;31;31;594;57.39
1081;COUNTY COMMISSIONER DISTRICT 1;76;WRITE IN                                       ;WI;31;31;0;0
1082;COUNTY COMMISSIONER DISTRICT 3;76;LUVERNE NORBY                                  ;NP;31;31;551;49.02
1083;COUNTY COMMISSIONER DISTRICT 3;76;JOHN THOMPSON                                  ;NP;31;31;571;50.8
1084;COUNTY COMMISSIONER DISTRICT 3;76;WRITE IN                                       ;WI;31;31;2;0.18
1085;COUNTY COMMISSIONER DISTRICT 5;76;DOUGLAS D ANDERSON                             ;NP;31;31;677;59.44
1086;COUNTY COMMISSIONER DISTRICT 5;76;DENNIS (FUZZY) GEYER                           ;NP;31;31;462;40.56
1087;COUNTY COMMISSIONER DISTRICT 5;76;WRITE IN                                       ;WI;31;31;0;0
1088;SOIL AND WATER SUPERVISOR DISTRICT 1;76;SHERMAN L OLSON                                ;NP;31;31;4602;99.76
1089;SOIL AND WATER SUPERVISOR DISTRICT 1;76;WRITE IN                                       ;WI;31;31;11;0.24
1090;SOIL AND WATER SUPERVISOR DISTRICT 4;76;ORVIN M GRONSETH                               ;NP;31;31;4567;99.76
1091;SOIL AND WATER SUPERVISOR DISTRICT 4;76;WRITE IN                                       ;WI;31;31;11;0.24
1092;SOIL AND WATER SUPERVISOR DISTRICT 5;76;MARK WEIMERSKIRCH                              ;NP;31;31;4508;99.89
1093;SOIL AND WATER SUPERVISOR DISTRICT 5;76;WRITE IN                                       ;WI;31;31;5;0.11
1094;COUNTY COMMISSIONER DISTRICT 1;77;ART MANNING                                    ;NP;38;38;717;37.62
1095;COUNTY COMMISSIONER DISTRICT 1;77;STAN SUMEY                                     ;NP;38;38;1182;62.01
1096;COUNTY COMMISSIONER DISTRICT 1;77;WRITE IN                                       ;WI;38;38;7;0.37
1097;COUNTY COMMISSIONER DISTRICT 3;77;GERALD D. RUDA                                 ;NP;38;38;1132;51.69
1098;COUNTY COMMISSIONER DISTRICT 3;77;ANTHONY (TONY) HAASSER                         ;NP;38;38;1055;48.17
1099;COUNTY COMMISSIONER DISTRICT 3;77;WRITE IN                                       ;WI;38;38;3;0.14
1100;COUNTY COMMISSIONER DISTRICT 5;77;KEN SORENSON                                   ;NP;38;38;1922;97.42
1101;COUNTY COMMISSIONER DISTRICT 5;77;WRITE IN                                       ;WI;38;38;51;2.58
1102;SOIL AND WATER SUPERVISOR DISTRICT 2;77;WAYNE W WENDEL                                 ;NP;38;38;8717;99.19
1103;SOIL AND WATER SUPERVISOR DISTRICT 2;77;WRITE IN                                       ;WI;38;38;71;0.81
1104;SOIL AND WATER SUPERVISOR DISTRICT 4;77;LELAND BUCHHOLZ                                ;NP;38;38;8486;99.43
1105;SOIL AND WATER SUPERVISOR DISTRICT 4;77;WRITE IN                                       ;WI;38;38;49;0.57
1106;SOIL AND WATER SUPERVISOR DISTRICT 5;77;MARVIN FREIBORG                                ;NP;38;38;8250;99.51
1107;SOIL AND WATER SUPERVISOR DISTRICT 5;77;WRITE IN                                       ;WI;38;38;41;0.49
1108;COUNTY COMMISSIONER DISTRICT 2;78;WILLIAM J. GIBSON                              ;NP;20;20;345;96.64
1109;COUNTY COMMISSIONER DISTRICT 2;78;WRITE IN                                       ;WI;20;20;12;3.36
1110;COUNTY COMMISSIONER DISTRICT 4;78;DEAN L. GALLUP                                 ;NP;20;20;242;50.1
1111;COUNTY COMMISSIONER DISTRICT 4;78;LARRY GORACKE                                  ;NP;20;20;237;49.07
1112;COUNTY COMMISSIONER DISTRICT 4;78;WRITE IN                                       ;WI;20;20;4;0.83
1113;COUNTY COMMISSIONER DISTRICT 5;78;WRITE IN                                       ;WI;20;20;183;100
1114;SOIL AND WATER SUPERVISOR DISTRICT 1;78;LELAND H. BENSON                               ;NP;20;20;1034;55.77
1115;SOIL AND WATER SUPERVISOR DISTRICT 1;78;JEFFREY BORGHEIINCK                            ;NP;20;20;820;44.23
1116;SOIL AND WATER SUPERVISOR DISTRICT 1;78;WRITE IN                                       ;WI;20;20;0;0
1117;SOIL AND WATER SUPERVISOR DISTRICT 2;78;BEN WOHLERS                                    ;NP;20;20;1523;99.61
1118;SOIL AND WATER SUPERVISOR DISTRICT 2;78;WRITE IN                                       ;WI;20;20;6;0.39
1119;SOIL AND WATER SUPERVISOR DISTRICT 4;78;JERRY M. DEAL                                  ;NP;20;20;902;46.78
1120;SOIL AND WATER SUPERVISOR DISTRICT 4;78;GARY BERG                                      ;NP;20;20;1024;53.11
1121;SOIL AND WATER SUPERVISOR DISTRICT 4;78;WRITE IN                                       ;WI;20;20;2;0.1
1122;COUNTY COMMISSIONER DISTRICT 1;79;EUGENE T MCNALLAN                              ;NP;33;33;1385;66.91
1123;COUNTY COMMISSIONER DISTRICT 1;79;JOHN H SCHOUWEILER                             ;NP;33;33;680;32.85
1124;COUNTY COMMISSIONER DISTRICT 1;79;WRITE IN                                       ;WI;33;33;5;0.24
1125;COUNTY COMMISSIONER DISTRICT 3;79;MERL NORMAN                                    ;NP;33;33;1084;52.49
1126;COUNTY COMMISSIONER DISTRICT 3;79;DONALD S SPRINGER                              ;NP;33;33;976;47.26
1127;COUNTY COMMISSIONER DISTRICT 3;79;WRITE IN                                       ;WI;33;33;5;0.24
1128;SOIL AND WATER SUPERVISOR DISTRICT 2;79;WRITE IN                                       ;WI;33;33;814;100
1129;SOIL AND WATER SUPERVISOR DISTRICT 3;79;WRITE IN                                       ;WI;33;33;649;100
1130;SOIL AND WATER SUPERVISOR DISTRICT 5;79;TERRY HELBIG                                   ;NP;33;33;3344;38.37
1131;SOIL AND WATER SUPERVISOR DISTRICT 5;79;RALPH J BREUER                                 ;NP;33;33;5340;61.27
1132;SOIL AND WATER SUPERVISOR DISTRICT 5;79;WRITE IN                                       ;WI;33;33;32;0.37
1133;COUNTY COMMISSIONER DISTRICT 2;80;ORVILLE C MEYER                                ;NP;24;24;1083;98.45
1134;COUNTY COMMISSIONER DISTRICT 2;80;WRITE IN                                       ;WI;24;24;17;1.55
1135;COUNTY COMMISSIONER DISTRICT 4;80;PAUL W NOLTE                                   ;NP;24;24;1026;95.53
1136;COUNTY COMMISSIONER DISTRICT 4;80;WRITE IN                                       ;WI;24;24;48;4.47
1137;SOIL AND WATER SUPERVISOR DISTRICT 1;80;KENNETH BERG                                   ;NP;24;24;4984;98.73
1138;SOIL AND WATER SUPERVISOR DISTRICT 1;80;WRITE IN                                       ;WI;24;24;64;1.27
1139;SOIL AND WATER SUPERVISOR DISTRICT 4;80;WRITE IN                                       ;WI;24;24;0;0
1140;COUNTY COMMISSIONER DISTRICT 1;81;JAMES (JIM) R PETERSON                         ;NP;22;22;1802;100
1141;COUNTY COMMISSIONER DISTRICT 1;81;WRITE IN                                       ;WI;22;22;0;0
1142;COUNTY COMMISSIONER DISTRICT 2;81;THOMAS "TOM" CONDON                            ;NP;22;22;661;46.68
1143;COUNTY COMMISSIONER DISTRICT 2;81;ROY D SRP                                      ;NP;22;22;755;53.32
1144;COUNTY COMMISSIONER DISTRICT 2;81;WRITE IN                                       ;WI;22;22;0;0
1145;COUNTY COMMISSIONER DISTRICT 5;81;WENDELL ARMSTRONG                              ;NP;22;22;1630;100
1146;COUNTY COMMISSIONER DISTRICT 5;81;WRITE IN                                       ;WI;22;22;0;0
1147;SOIL AND WATER SUPERVISOR DISTRICT 1;81;WAYNE CORDS                                    ;NP;22;22;7492;100
1148;SOIL AND WATER SUPERVISOR DISTRICT 1;81;WRITE IN                                       ;WI;22;22;0;0
1149;SOIL AND WATER SUPERVISOR DISTRICT 4;81;JEFF RUEDY                                     ;NP;22;22;7530;100
1150;SOIL AND WATER SUPERVISOR DISTRICT 4;81;WRITE IN                                       ;WI;22;22;0;0
1151;SOIL AND WATER SUPERVISOR DISTRICT 5;81;LARRY HAGEN                                    ;NP;22;22;7383;100
1152;SOIL AND WATER SUPERVISOR DISTRICT 5;81;WRITE IN                                       ;WI;22;22;0;0
1153;COUNTY QUESTION 1;82;YES                                            ;NP;83;84;48206;48.43
1154;COUNTY QUESTION 1;82;NO                                             ;NP;83;84;51340;51.57
1155;COUNTY COMMISSIONER DISTRICT 1;82;DENNIS C. HEGBERG                              ;NP;83;84;12878;98.69
1156;COUNTY COMMISSIONER DISTRICT 1;82;WRITE IN                                       ;WI;83;84;171;1.31
1157;COUNTY COMMISSIONER DISTRICT 3;82;WALLY ABRAHAMSON                               ;NP;83;84;9417;61.72
1158;COUNTY COMMISSIONER DISTRICT 3;82;STEVEN J. MEISTER                              ;NP;83;84;5803;38.04
1159;COUNTY COMMISSIONER DISTRICT 3;82;WRITE IN                                       ;WI;83;84;37;0.24
1160;COUNTY COMMISSIONER DISTRICT 5;82;R.H. (DICK) STAFFORD                           ;NP;83;84;21447;99.03
1161;COUNTY COMMISSIONER DISTRICT 5;82;WRITE IN                                       ;WI;83;84;209;0.97
1162;SOIL AND WATER SUPERVISOR DISTRICT 1;82;KIMBERLY ANNE JOHNSON                          ;NP;83;84;71090;99.18
1163;SOIL AND WATER SUPERVISOR DISTRICT 1;82;WRITE IN                                       ;WI;83;84;587;0.82
1164;SOIL AND WATER SUPERVISOR DISTRICT 3;82;PAUL BISCHOFF                                  ;NP;83;84;70162;99.3
1165;SOIL AND WATER SUPERVISOR DISTRICT 3;82;WRITE IN                                       ;WI;83;84;495;0.7
1166;SOIL AND WATER SUPERVISOR DISTRICT 5;82;LOUISE SMALLIDGE                               ;NP;83;84;69584;99.24
1167;SOIL AND WATER SUPERVISOR DISTRICT 5;82;WRITE IN                                       ;WI;83;84;530;0.76
1168;COUNTY COMMISSIONER DISTRICT 1;83;VERN KOERSELMAN                                ;NP;21;21;435;47.8
1169;COUNTY COMMISSIONER DISTRICT 1;83;DWAYNE KRENZ                                   ;NP;21;21;475;52.2
1170;COUNTY COMMISSIONER DISTRICT 1;83;WRITE IN                                       ;WI;21;21;0;0
1171;COUNTY COMMISSIONER DISTRICT 3;83;LESTER RECKOW                                  ;NP;21;21;735;98.13
1172;COUNTY COMMISSIONER DISTRICT 3;83;WRITE IN                                       ;WI;21;21;14;1.87
1173;COUNTY COMMISSIONER DISTRICT 5;83;JOHN BAERG                                     ;NP;21;21;968;97.58
1174;COUNTY COMMISSIONER DISTRICT 5;83;WRITE IN                                       ;WI;21;21;24;2.42
1175;SOIL AND WATER SUPERVISOR DISTRICT 3;83;DARIN BOCOCK                                   ;NP;21;21;4356;99.79
1176;SOIL AND WATER SUPERVISOR DISTRICT 3;83;WRITE IN                                       ;WI;21;21;9;0.21
1177;SOIL AND WATER SUPERVISOR DISTRICT 4;83;SANFORD "SANDY" SEIBERT                        ;NP;21;21;4271;99.56
1178;SOIL AND WATER SUPERVISOR DISTRICT 4;83;WRITE IN                                       ;WI;21;21;19;0.44
1179;SOIL AND WATER SUPERVISOR DISTRICT 5;83;LOWELL A. SIEG                                 ;NP;21;21;2718;60.33
1180;SOIL AND WATER SUPERVISOR DISTRICT 5;83;STEVEN WILKE                                   ;NP;21;21;1780;39.51
1181;SOIL AND WATER SUPERVISOR DISTRICT 5;83;WRITE IN                                       ;WI;21;21;7;0.16
1182;COUNTY COMMISSIONER DISTRICT 1;84;JOHN BLAUFUSS                                  ;NP;31;31;693;98.86
1183;COUNTY COMMISSIONER DISTRICT 1;84;WRITE IN                                       ;WI;31;31;8;1.14
1184;COUNTY COMMISSIONER DISTRICT 3;84;LYLE E. HOVLAND                                ;NP;31;31;376;50.27
1185;COUNTY COMMISSIONER DISTRICT 3;84;JAMES C. BRATON, SR.                           ;NP;31;31;371;49.6
1186;COUNTY COMMISSIONER DISTRICT 3;84;WRITE IN                                       ;WI;31;31;1;0.13
1187;COUNTY COMMISSIONER DISTRICT 5;84;ROBERT LOUIS (BOB) PERRY                       ;NP;31;31;438;97.77
1188;COUNTY COMMISSIONER DISTRICT 5;84;WRITE IN                                       ;WI;31;31;10;2.23
1189;SOIL AND WATER SUPERVISOR DISTRICT 1;84;ARNE PETERSON                                  ;NP;31;31;2923;99.83
1190;SOIL AND WATER SUPERVISOR DISTRICT 1;84;WRITE IN                                       ;WI;31;31;5;0.17
1191;SOIL AND WATER SUPERVISOR DISTRICT 3;84;DENNIS D. TORKELSON                            ;NP;31;31;2869;99.79
1192;SOIL AND WATER SUPERVISOR DISTRICT 3;84;WRITE IN                                       ;WI;31;31;6;0.21
1193;SOIL AND WATER SUPERVISOR DISTRICT 4;84;DENNIS LARSON                                  ;NP;31;31;2843;99.79
1194;SOIL AND WATER SUPERVISOR DISTRICT 4;84;WRITE IN                                       ;WI;31;31;6;0.21
1195;COUNTY COMMISSIONER DISTRICT 1;85;DUANE M BELL                                   ;NP;47;47;3252;98.67
1196;COUNTY COMMISSIONER DISTRICT 1;85;WRITE IN                                       ;WI;47;47;44;1.33
1197;COUNTY COMMISSIONER DISTRICT 3;85;CHARLES H MEYER                                ;NP;47;47;2457;47.26
1198;COUNTY COMMISSIONER DISTRICT 3;85;JERRY HEIM                                     ;NP;47;47;2728;52.47
1199;COUNTY COMMISSIONER DISTRICT 3;85;WRITE IN                                       ;WI;47;47;14;0.27
1200;SOIL AND WATER SUPERVISOR DISTRICT 2;85;DAVID C RUPPRECHT                              ;NP;47;47;12538;65.45
1201;SOIL AND WATER SUPERVISOR DISTRICT 2;85;JANEL DEAN                                     ;NP;47;47;6531;34.09
1202;SOIL AND WATER SUPERVISOR DISTRICT 2;85;WRITE IN                                       ;WI;47;47;89;0.46
1203;SOIL AND WATER SUPERVISOR DISTRICT 3;85;BRUCE E STRENG                                 ;NP;47;47;6209;33.61
1204;SOIL AND WATER SUPERVISOR DISTRICT 3;85;RUSSELL CHURCH                                 ;NP;47;47;12173;65.89
1205;SOIL AND WATER SUPERVISOR DISTRICT 3;85;WRITE IN                                       ;WI;47;47;94;0.51
1206;SOIL AND WATER SUPERVISOR DISTRICT 5;85;DALE F MARMSOLER                               ;NP;47;47;17306;99.15
1207;SOIL AND WATER SUPERVISOR DISTRICT 5;85;WRITE IN                                       ;WI;47;47;148;0.85
1208;COUNTY COMMISSIONER DISTRICT 1;86;GRACE M PEDERSON                               ;NP;39;39;3389;44.72
1209;COUNTY COMMISSIONER DISTRICT 1;86;KEN JUDE                                       ;NP;39;39;4178;55.13
1210;COUNTY COMMISSIONER DISTRICT 1;86;WRITE IN                                       ;WI;39;39;11;0.15
1211;COUNTY COMMISSIONER DISTRICT 3;86;JOHN (JACK) RUSSEK                             ;NP;39;39;4643;65.06
1212;COUNTY COMMISSIONER DISTRICT 3;86;WILLIAM C "BILL" WARNER                        ;NP;39;39;2446;34.27
1213;COUNTY COMMISSIONER DISTRICT 3;86;WRITE IN                                       ;WI;39;39;48;0.67
1214;SOIL AND WATER SUPERVISOR DISTRICT 2;86;MARK R MCNAMARA                                ;NP;39;39;19529;59.33
1215;SOIL AND WATER SUPERVISOR DISTRICT 2;86;GLEN A SANDERS                                 ;NP;39;39;13232;40.2
1216;SOIL AND WATER SUPERVISOR DISTRICT 2;86;WRITE IN                                       ;WI;39;39;156;0.47
1217;SOIL AND WATER SUPERVISOR DISTRICT 4;86;G.N. "GABE" DAVIDSON                           ;NP;39;39;14966;45.69
1218;SOIL AND WATER SUPERVISOR DISTRICT 4;86;CHRIS J UECKER                                 ;NP;39;39;17639;53.85
1219;SOIL AND WATER SUPERVISOR DISTRICT 4;86;WRITE IN                                       ;WI;39;39;149;0.45
1220;SOIL AND WATER SUPERVISOR DISTRICT 5;86;DUANE E DAHLMAN                                ;NP;39;39;30725;99.15
1221;SOIL AND WATER SUPERVISOR DISTRICT 5;86;WRITE IN                                       ;WI;39;39;264;0.85
1222;COUNTY COMMISSIONER DISTRICT 1;87;JANE REMIGER                                   ;NP;33;33;784;70.25
1223;COUNTY COMMISSIONER DISTRICT 1;87;DENNIS A. PREUSS                               ;NP;33;33;324;29.03
1224;COUNTY COMMISSIONER DISTRICT 1;87;WRITE IN                                       ;WI;33;33;8;0.72
1225;COUNTY COMMISSIONER DISTRICT 3;87;GARY L. JOHNSON                                ;NP;33;33;1109;98.32
1226;COUNTY COMMISSIONER DISTRICT 3;87;WRITE IN                                       ;WI;33;33;19;1.68
1227;COUNTY COMMISSIONER DISTRICT 5;87;LOUIS H. SHERLIN                               ;NP;33;33;975;89.78
1228;COUNTY COMMISSIONER DISTRICT 5;87;WRITE IN                                       ;WI;33;33;111;10.22
1229;SOIL AND WATER SUPERVISOR DISTRICT 1;87;BURTON KUEHN                                   ;NP;33;33;4805;99.71
1230;SOIL AND WATER SUPERVISOR DISTRICT 1;87;WRITE IN                                       ;WI;33;33;14;0.29
1231;SOIL AND WATER SUPERVISOR DISTRICT 2;87;DENNIS KRUGER                                  ;NP;33;33;4759;99.54
1232;SOIL AND WATER SUPERVISOR DISTRICT 2;87;WRITE IN                                       ;WI;33;33;22;0.46
1233;SOIL AND WATER SUPERVISOR DISTRICT 5;87;MENNO FOKKEN                                   ;NP;33;33;4830;99.65
1234;SOIL AND WATER SUPERVISOR DISTRICT 5;87;WRITE IN                                       ;WI;33;33;17;0.35
